route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1495356,2773306,10027733061193702,102,102,0,
1495356,2773307,10027733071193702,102,102,0,
1495356,2773311,10027733111193702,102,102,0,
1495356,2773312,10027733121193702,102,102,0,
1495356,2773313,10027733131193702,102,102,0,
1495356,2773306,10127733061193702,102,102,0,
1495356,2773307,10127733071193702,102,102,0,
1495356,2773311,10127733111193702,102,102,0,
1495356,2773312,10127733121193702,102,102,0,
1495356,2773313,10127733131193702,102,102,0,
1495356,2773306,10227733061193702,102,102,0,
1495356,2773307,10227733071193702,102,102,0,
1495356,2773311,10227733111193702,102,102,0,
1495356,2773312,10227733121193702,102,102,0,
1495356,2773313,10227733131193702,102,102,0,
1495356,2773306,1027733061193702,102,102,0,
1495356,2773307,1027733071193702,102,102,0,
1495356,2773311,1027733111193702,102,102,0,
1495356,2773312,1027733121193702,102,102,0,
1495356,2773313,1027733131193702,102,102,0,
1495356,2773306,10327733061193702,102,102,0,
1495356,2773307,10327733071193702,102,102,0,
1495356,2773311,10327733111193702,102,102,0,
1495356,2773312,10327733121193702,102,102,0,
1495356,2773313,10327733131193702,102,102,0,
1495356,2773306,10427733061193702,102,102,0,
1495356,2773307,10427733071193702,102,102,0,
1495356,2773311,10427733111193702,102,102,0,
1495356,2773312,10427733121193702,102,102,0,
1495356,2773313,10427733131193702,102,102,0,
1495356,2773306,10527733061193702,102,102,0,
1495356,2773307,10527733071193702,102,102,0,
1495356,2773311,10527733111193702,102,102,0,
1495356,2773312,10527733121193702,102,102,0,
1495356,2773313,10527733131193702,102,102,0,
1495356,2773306,10627733061193702,102,102,0,
1495356,2773307,10627733071193702,102,102,0,
1495356,2773311,10627733111193702,102,102,0,
1495356,2773312,10627733121193702,102,102,0,
1495356,2773313,10627733131193702,102,102,0,
1495356,2773306,10727733061193702,102,102,0,
1495356,2773307,10727733071193702,102,102,0,
1495356,2773311,10727733111193702,102,102,0,
1495356,2773312,10727733121193702,102,102,0,
1495356,2773313,10727733131193702,102,102,0,
1495356,2773306,10827733061193702,102,102,0,
1495356,2773307,10827733071193702,102,102,0,
1495356,2773311,10827733111193702,102,102,0,
1495356,2773312,10827733121193702,102,102,0,
1495356,2773313,10827733131193702,102,102,0,
1495356,2773306,10927733061193702,102,102,0,
1495356,2773307,10927733071193702,102,102,0,
1495356,2773311,10927733111193702,102,102,0,
1495356,2773312,10927733121193702,102,102,0,
1495356,2773313,10927733131193702,102,102,0,
1495356,2773306,11027733061193702,102,102,0,
1495356,2773307,11027733071193702,102,102,0,
1495356,2773311,11027733111193702,102,102,0,
1495356,2773312,11027733121193702,102,102,0,
1495356,2773313,11027733131193702,102,102,0,
1495356,2773306,11127733061193702,102,102,0,
1495356,2773307,11127733071193702,102,102,0,
1495356,2773311,11127733111193702,102,102,0,
1495356,2773312,11127733121193702,102,102,0,
1495356,2773313,11127733131193702,102,102,0,
1495356,2773306,11227733061193702,102,102,0,
1495356,2773307,11227733071193702,102,102,0,
1495356,2773311,11227733111193702,102,102,0,
1495356,2773312,11227733121193702,102,102,0,
